country_code,BGR,CZE,GRC,HUN,POL,ROU
BGR,1.0,-0.11120913238995342,-0.040026555317176776,0.3190623202322921,-0.4676601173202578,-0.21577317037494428
CZE,-0.11120913238995342,1.0,-0.37702564930308546,0.014252576493605666,0.24515920362231194,0.10096068597168342
GRC,-0.040026555317176776,-0.37702564930308546,1.0,0.36251939413436146,0.12958014179253027,0.26514854729194026
HUN,0.3190623202322921,0.014252576493605666,0.36251939413436146,1.0,0.3240606225252945,0.04245025520910392
POL,-0.4676601173202578,0.24515920362231194,0.12958014179253027,0.3240606225252945,1.0,0.08990302257462428
ROU,-0.21577317037494428,0.10096068597168342,0.26514854729194026,0.04245025520910392,0.08990302257462428,1.0
