country,coefficient_ols,std_error_ols,p_value_ols,significant_5pct_ols,coefficient_sur,std_error_sur,p_value_sur,significant_5pct_sur,coefficient_difference_sur_minus_ols,same_significance_conclusion
Hungary,0.2286328514826792,0.061069937743985975,0.000181267187072613,True,0.1920482971410529,0.05808604934183295,0.0009454615193140725,True,-0.0365845543416263,True
Czechia,0.3325591420605445,0.0914208079903318,0.00027511079655666076,True,0.31942960457987013,0.07029826882527963,5.521801303975948e-06,True,-0.013129537480674358,True
Poland,0.032950953776676783,0.054194781857994985,0.5431810317360323,False,-0.007992696867864088,0.041858749736265015,0.8485690974866267,False,-0.04094365064454087,True
Romania,-0.2955556392001597,0.16871975708430606,0.07981598468906492,False,-0.4178064336641665,0.15740323751646915,0.007945664611071601,True,-0.12225079446400677,False
Bulgaria,0.7314281386582309,0.18493899229884256,7.654430401983744e-05,True,0.6839487762726012,0.11369572223434504,1.7921393258291118e-09,True,-0.047479362385629664,True
Greece,-0.2420065225793806,0.08692547686263599,0.005368161836622013,True,-0.16355206020126706,0.057086811575873385,0.004170474205759556,True,0.07845446237811354,True
